n,u_n,v_n,w_n,abs_s_n,is_prime
1644,4,1.5079644737231007e-8,0,4,0
1645,3,6.178465552059927e-9,0,3,0
1646,1.9999999999999964,8.639379797371921e-8,0,1.9999999999999982,0
1647,4,7.330382858376184e-9,0,4,0
1648,5,1.1623892818282236e-8,0,5,0
1649,2,1.1938052083641215e-8,0,2,0
1650,5,2.7227136331111543e-9,0,5,0
1651,2,1.4660765716752369e-8,0,2,0
1652,4,7.330382858376184e-9,0,4,0
1653,3,5.340707511102649e-9,0,3,0
1654,1.9999999999999962,8.681267699419785e-8,0,1.999999999999998,0
1655,1.9999999999999996,3.518583772020568e-8,0,1.9999999999999996,0
1656,6,3.6651914291880922e-9,0,6,0
1657,0.9999999999999849,1.7352063423327537e-7,0,1,1
1658,1.9999999999999962,8.702211650443716e-8,0,1.999999999999998,0
1659,3,9.32005820564972e-9,0,3,0
1660,4,9.6342174710087e-9,0,4,0
1661,2,1.6964600329384883e-8,0,2,0
1662,2.9999999999999996,2.953097094374405e-8,0,2.9999999999999996,0
1663,0.9999999999999848,1.7414895276399332e-7,0,0.9999999999999999,1
1664,8,2.827433388230814e-9,0,8,0
1665,4,5.026548245743669e-9,0,4,0
1666,4,3.455751918948772e-9,0,4,0
1667,0.9999999999999848,1.7456783178447197e-7,0,0.9999999999999999,1
1668,4,1.5289084247470326e-8,0,4,0
1669,0.9999999999999847,1.7477727129471125e-7,0,1,1
1670,3,1.82212373908208e-8,0,3,0
1671,1.9999999999999982,5.8643062867009436e-8,0,1.9999999999999991,0
1672,5,3.769911184307752e-9,0,5,0
1673,1.9999999999999996,2.57610597594363e-8,0,1.9999999999999996,0
1674,5,4.3982297150257105e-9,0,5,0
1675,3,8.063421144213802e-9,0,3,0
1676,2.999999999999999,4.429645641561607e-8,0,2.999999999999999,0
1677,3,6.178465552059927e-9,0,3,0
1678,1.999999999999996,8.806931405563375e-8,0,1.9999999999999978,0
1679,2,1.0053096491487339e-8,0,2,0
1680,7,2.408554367752175e-9,0,7,0
1681,2,8.587019919812101e-9,0,2,0
1682,3,6.283185307179586e-9,0,3,0
1683,4,3.5604716740684324e-9,0,4,0
1684,2.999999999999999,4.450589592585539e-8,0,2.999999999999999,0
1685,1.9999999999999993,3.581415625092364e-8,0,1.9999999999999993,0
1686,2.9999999999999996,2.994984996422269e-8,0,2.9999999999999996,0
1687,1.9999999999999996,2.597049926967562e-8,0,1.9999999999999996,0
1688,4,2.2724186860966168e-8,0,4,0
1689,1.9999999999999982,5.92713813977274e-8,0,1.9999999999999991,0
1690,4,3.4557519189487726e-9,0,4,0
1691,2,1.1309733552923257e-8,0,2,0
1692,5,5.969026041820608e-9,0,5,0
1693,0.9999999999999842,1.7729054541758307e-7,0,1,1
1694,4,3.246312408709453e-9,0,4,0
1695,3,1.2671090369478833e-8,0,3,0
1696,6,6.597344572538567e-9,0,6,0
1697,0.9999999999999842,1.7770942443806172e-7,0,1,1
1698,2.9999999999999996,3.015928947446201e-8,0,2.9999999999999996,0
1699,0.9999999999999841,1.7791886394830103e-7,0,0.9999999999999999,1
1700,5,3.246312408709453e-9,0,5,0
1701,6,2.303834612632515e-9,0,6,0
1702,3,6.492624817418906e-9,0,3,0
1703,2,1.5079644737231007e-8,0,2,0
1704,5,8.377580409572782e-9,0,5,0
1705,3,4.92182849062401e-9,0,3,0
1706,1.999999999999996,8.953539062730899e-8,0,1.9999999999999978,0
1707,1.9999999999999982,5.989969992844535e-8,0,1.9999999999999991,0
1708,4,7.539822368615503e-9,0,4,0
1709,0.999999999999984,1.789660614994976e-7,0,1,1
1710,5,3.351032163829113e-9,0,5,0
1711,2,9.21533845053006e-9,0,2,0
1712,5,1.2042771838760874e-8,0,5,0
1713,1.9999999999999982,6.010913943868466e-8,0,1.9999999999999991,0
1714,1.999999999999996,8.995426964778763e-8,0,1.9999999999999978,0
1715,4,2.722713633111154e-9,0,4,0
1716,5,3.246312408709453e-9,0,5,0
1717,2,1.2356931104119855e-8,0,2,0
1718,1.999999999999996,9.016370915802696e-8,0,1.9999999999999978,0
1719,3,2.0629791758572975e-8,0,3,0
1720,5,5.654866776461628e-9,0,5,0
1721,0.9999999999999838,1.802226985609335e-7,0,1,1
1722,4,5.5501470213419685e-9,0,4,0
1723,0.9999999999999837,1.8043213807117283e-7,0,0.9999999999999999,1
1724,2.999999999999999,4.555309347705199e-8,0,2.999999999999999,0
1725,4,3.769911184307752e-9,0,4,0
1726,1.999999999999996,9.058258817850559e-8,0,1.9999999999999978,0
1727,2,1.7592918860102842e-8,0,2,0
1728,9,2.1991148575128557e-9,0,9,0
1729,3,4.084070449666731e-9,0,3,0
1730,3,1.8849555921538757e-8,0,3,0
1731,1.9999999999999982,6.073745796940263e-8,0,1.9999999999999991,0
1732,2.999999999999999,4.576253298729131e-8,0,2.999999999999999,0
1733,0.9999999999999836,1.8147933562236937e-7,0,1,1
1734,4,4.084070449666731e-9,0,4,0
1735,1.9999999999999993,3.6861353802120235e-8,0,1.9999999999999998,0
1736,5,4.60766922526503e-9,0,5,0
1737,3,2.0839231268812295e-8,0,3,0
1738,3,9.6342174710087e-9,0,3,0
1739,2,8.796459430051421e-9,0,2,0
1740,5,4.293509959906051e-9,0,5,0
1741,0.9999999999999833,1.8231709366332667e-7,0,1,1
1742,3,8.587019919812101e-9,0,3,0
1743,3,9.73893722612836e-9,0,3,0
1744,5,1.2252211349000193e-8,0,5,0
1745,1.9999999999999993,3.707079331235956e-8,0,1.9999999999999998,0
1746,4,1.0995574287564277e-8,0,4,0
1747,0.9999999999999832,1.829454121940446e-7,0,0.9999999999999999,1
1748,4,4.81710873550435e-9,0,4,0
1749,3,7.016223593017206e-9,0,3,0
1750,5,2.5132741228718347e-9,0,5,0
1751,2,1.2566370614359174e-8,0,2,0
1752,5,8.587019919812101e-9,0,5,0
1753,0.9999999999999831,1.8357373072476255e-7,0,1,1
1754,1.9999999999999958,9.204866475018081e-8,0,1.999999999999998,0
1755,5,2.827433388230814e-9,0,5,0
1756,2.999999999999999,4.639085151800927e-8,0,2.999999999999999,0
1757,1.9999999999999996,2.701769682087222e-8,0,1.9999999999999996,0
1758,2.9999999999999996,3.120648702565861e-8,0,2.9999999999999996,0
1759,0.999999999999983,1.842020492554805e-7,0,0.9999999999999999,1
1760,7,2.7227136331111543e-9,0,7,0
1761,1.9999999999999982,6.178465552059922e-8,0,1.9999999999999991,0
1762,1.9999999999999958,9.246754377065946e-8,0,1.999999999999998,0
1763,2,8.796459430051421e-9,0,2,0
1764,6,2.5132741228718343e-9,0,6,0
1765,1.9999999999999993,3.74896723328382e-8,0,1.9999999999999998,0
1766,1.9999999999999956,9.267698328089878e-8,0,1.9999999999999978,0
1767,3,5.5501470213419685e-9,0,3,0
1768,5,3.769911184307752e-9,0,5,0
1769,2,9.42477796076938e-9,0,2,0
1770,4,7.225663103256524e-9,0,4,0
1771,3,4.293509959906051e-9,0,3,0
1772,2.999999999999999,4.68097305384879e-8,0,2.999999999999999,0
1773,3,2.1258110289290934e-8,0,3,0
1774,1.9999999999999956,9.309586230137741e-8,0,1.9999999999999978,0
1775,3,8.482300164692442e-9,0,3,0
1776,6,5.026548245743669e-9,0,6,0
1777,0.9999999999999827,1.8608700484763435e-7,0,1,1
1778,3,1.424188669627373e-8,0,3,0
1779,1.9999999999999982,6.241297405131719e-8,0,1.9999999999999991,0
1780,4,1.0262536001726658e-8,0,4,0
1781,2,1.5707963267948965e-8,0,2,0
1782,6,2.6179938779914945e-9,0,6,0
1783,0.9999999999999826,1.867153233783523e-7,0,0.9999999999999999,1
1784,4,2.3980823922402086e-8,0,4,0
1785,4,3.351032163829113e-9,0,4,0
1786,3,7.120943348136865e-9,0,3,0
1787,0.9999999999999825,1.8713420239883092e-7,0,1,1
1788,4,1.6336281798666924e-8,0,4,0
1789,0.9999999999999825,1.8734364190907026e-7,0,1,1
1790,3,1.9477874452256715e-8,0,3,0
1791,3,2.1467549799530254e-8,0,3,0
1792,9,2.408554367752175e-9,0,9,0
1793,2,1.82212373908208e-8,0,2,0
1794,4,4.293509959906051e-9,0,4,0
1795,1.9999999999999993,3.811799086355615e-8,0,1.9999999999999998,0
1796,2.999999999999999,4.743804906920586e-8,0,2.999999999999999,0
1797,1.999999999999998,6.304129258203515e-8,0,1.999999999999999,0
1798,3,6.492624817418906e-9,0,3,0
1799,1.9999999999999996,2.7646015351590174e-8,0,1.9999999999999996,0
1800,7,2.303834612632515e-9,0,7,0
1801,0.9999999999999822,1.8860027897050614e-7,0,1,1
1802,3,7.539822368615503e-9,0,3,0
1803,1.999999999999998,6.325073209227447e-8,0,1.999999999999999,0
1804,4,5.864306286700947e-9,0,4,0
1805,3,4.50294947014537e-9,0,3,0
1806,4,5.759586531581288e-9,0,4,0
1807,2,1.5917402778188285e-8,0,2,0
1808,5,1.2671090369478833e-8,0,5,0
1809,4,7.958701389094143e-9,0,4,0
1810,3,1.9687313962496035e-8,0,3,0
1811,0.999999999999982,1.8964747652170272e-7,0,1,1
1812,4,1.6545721308906244e-8,0,4,0
1813,3,5.340707511102648e-9,0,3,0
1814,1.9999999999999956,9.519025740377059e-8,0,1.9999999999999978,0
1815,4,3.141592653589793e-9,0,4,0
1816,3.9999999999999996,2.4399702942880725e-8,0,3.9999999999999996,0
1817,2,1.0681415022205298e-8,0,2,0
1818,4,1.1414453308042916e-8,0,4,0
1819,2,1.2985249634837812e-8,0,2,0
1820,5,3.0368728984701334e-9,0,5,0
1821,1.999999999999998,6.387905062299242e-8,0,1.999999999999999,0
1822,1.9999999999999956,9.560913642424923e-8,0,1.9999999999999978,0
1823,0.9999999999999818,1.909041135831386e-7,0,1,1
1824,7,3.351032163829113e-9,0,7,0
1825,3,8.691739674931761e-9,0,3,0
1826,3,1.0053096491487339e-8,0,3,0
1827,4,4.3982297150257105e-9,0,4,0
1828,2.999999999999999,4.8275807110163136e-8,0,2.999999999999999,0
1829,2,9.42477796076938e-9,0,2,0
1830,4,7.4351026134958435e-9,0,4,0
1831,0.9999999999999816,1.917418716240959e-7,0,1,1
1832,3.9999999999999996,2.4609142453120045e-8,0,3.9999999999999996,0
1833,3,6.597344572538567e-9,0,3,0
1834,3,1.4660765716752369e-8,0,3,0
1835,1.9999999999999991,3.895574890451343e-8,0,1.9999999999999996,0
1836,6,3.1415926535897936e-9,0,6,0
1837,2,1.864011641129944e-8,0,2,0
1838,1.9999999999999953,9.644689446520651e-8,0,1.9999999999999976,0
1839,1.9999999999999978,6.450736915371038e-8,0,1.9999999999999987,0
1840,6,3.769911184307752e-9,0,6,0
1841,1.9999999999999996,2.8274333882308133e-8,0,1.9999999999999996,0
1842,2.9999999999999996,3.267256359733384e-8,0,2.9999999999999996,0
1843,2,1.2147491593880535e-8,0,2,0
1844,2.999999999999999,4.8694686130641775e-8,0,2.999999999999999,0
1845,4,5.445427266222309e-9,0,4,0
1846,3,9.00589894029074e-9,0,3,0
1847,0.9999999999999813,1.934173877060104e-7,0,1,1
1848,6,2.8274333882308137e-9,0,6,0
1849,2,9.00589894029074e-9,0,2,0
1850,4,5.131268000863329e-9,0,4,0
1851,1.9999999999999978,6.492624817418902e-8,0,1.9999999999999987,0
1852,2.9999999999999987,4.89041256408811e-8,0,2.9999999999999987,0
1853,2,1.3194689145077132e-8,0,2,0
1854,4,1.1623892818282236e-8,0,4,0
1855,3,6.806784082777886e-9,0,3,0
1856,7,4.293509959906051e-9,0,7,0
1857,1.9999999999999978,6.513568768442833e-8,0,1.9999999999999987,0
1858,1.9999999999999951,9.74940920164031e-8,0,1.9999999999999973,0
1859,3,3.8746309394274115e-9,0,3,0
1860,5,4.50294947014537e-9,0,5,0
1861,0.999999999999981,1.948834642776856e-7,0,0.9999999999999999,1
1862,4,3.665191429188092e-9,0,4,0
1863,5,3.6651914291880922e-9,0,5,0
1864,3.9999999999999996,2.5028021473598684e-8,0,3.9999999999999996,0
1865,1.9999999999999991,3.9584067435231386e-8,0,1.9999999999999996,0
1866,2.9999999999999996,3.309144261781248e-8,0,2.9999999999999996,0
1867,0.9999999999999809,1.9551178280840355e-7,0,1,1
1868,2.9999999999999987,4.932300466135974e-8,0,2.9999999999999987,0
1869,3,1.0367255756846318e-8,0,3,0
1870,4,3.665191429188092e-9,0,4,0
1871,0.9999999999999808,1.959306618288822e-7,0,0.9999999999999999,1
1872,7,2.827433388230814e-9,0,7,0
1873,0.9999999999999808,1.9614010133912148e-7,0,0.9999999999999999,1
1874,1.9999999999999951,9.833185005736038e-8,0,1.9999999999999973,0
1875,5,2.408554367752175e-9,0,5,0
1876,4,8.168140899333462e-9,0,4,0
1877,0.9999999999999807,1.9655898035960012e-7,0,1,1
1878,2.9999999999999996,3.3300882128051804e-8,0,2.9999999999999996,0
1879,0.9999999999999807,1.9676841986983946e-7,0,1,1
1880,5,6.0737457969402675e-9,0,5,0
1881,4,3.769911184307752e-9,0,4,0
1882,1.9999999999999951,9.875072907783901e-8,0,1.9999999999999973,0
1883,1.9999999999999996,2.8902652413026092e-8,0,1.9999999999999996,0
1884,4,1.7174039839624203e-8,0,4,0
1885,3,4.92182849062401e-9,0,3,0
1886,3,6.911503837897545e-9,0,3,0
1887,3,5.969026041820607e-9,0,3,0
1888,6,7.225663103256524e-9,0,6,0
1889,0.9999999999999805,1.97815617421036e-7,0,1,1
1890,6,2.408554367752175e-9,0,6,0
1891,2,9.6342174710087e-9,0,2,0
1892,4,6.073745796940267e-9,0,4,0
1893,1.9999999999999978,6.639232474586425e-8,0,1.9999999999999987,0
1894,1.9999999999999951,9.937904760855697e-8,0,1.9999999999999973,0
1895,1.9999999999999991,4.021238596594934e-8,0,1.9999999999999996,0
1896,5,9.21533845053006e-9,0,5,0
1897,1.9999999999999996,2.9112091923265412e-8,0,1.9999999999999996,0
1898,3,9.21533845053006e-9,0,3,0
1899,3,2.2724186860966168e-8,0,3,0
1900,5,3.455751918948772e-9,0,5,0
1901,0.9999999999999802,1.9907225448247192e-7,0,1,1
1902,2.9999999999999996,3.3719761148530443e-8,0,2.9999999999999996,0
1903,2,1.9268434942017396e-8,0,2,0
1904,6,3.351032163829113e-9,0,6,0
1905,3,1.413716694115407e-8,0,3,0
1906,1.9999999999999951,1.0000736613927492e-7,0,1.9999999999999973,0
1907,0.99999999999998,1.9970057301318987e-7,0,1,1
1908,5,6.597344572538567e-9,0,5,0
1909,2,1.1100294042683937e-8,0,2,0
1910,3,2.0734511513692633e-8,0,3,0
1911,4,3.141592653589793e-9,0,4,0
1912,3.9999999999999996,2.5656340004316643e-8,0,3.9999999999999996,0
1913,0.9999999999999799,2.003288915439078e-7,0,0.9999999999999999,1
1914,4,4.71238898038469e-9,0,4,0
1915,1.9999999999999991,4.063126498642798e-8,0,1.9999999999999996,0
1916,2.9999999999999987,5.057964172279565e-8,0,2.9999999999999987,0
1917,4,8.377580409572782e-9,0,4,0
1918,3,1.5289084247470326e-8,0,3,0
1919,2,1.2566370614359174e-8,0,2,0
1920,9,2.303834612632515e-9,0,9,0
1921,2,1.361356816555577e-8,0,2,0
1922,3,6.702064327658226e-9,0,3,0
1923,1.9999999999999978,6.743952229706083e-8,0,1.9999999999999987,0
1924,4,5.6548667764616275e-9,0,4,0
1925,4,2.9321531433504735e-9,0,4,0
1926,4,1.2042771838760874e-8,0,4,0
1927,2,9.21533845053006e-9,0,2,0
1928,3.9999999999999996,2.5865779514555962e-8,0,3.9999999999999996,0
1929,1.9999999999999978,6.764896180730016e-8,0,1.9999999999999987,0
1930,3,2.0943951023931953e-8,0,3,0
1931,0.9999999999999796,2.0221384713606164e-7,0,1,1
1932,5,3.8746309394274115e-9,0,5,0
1933,0.9999999999999795,2.0242328664630098e-7,0,0.9999999999999999,1
1934,1.999999999999995,1.0147344271095016e-7,0,1.9999999999999976,0
1935,4,5.654866776461628e-9,0,4,0
1936,6,3.141592653589793e-9,0,6,0
1937,2,1.6964600329384883e-8,0,2,0
1938,4,4.293509959906051e-9,0,4,0
1939,1.9999999999999996,2.974041045398337e-8,0,1.9999999999999996,0
1940,4,1.1100294042683937e-8,0,4,0
1941,1.9999999999999978,6.80678408277788e-8,0,1.9999999999999987,0
1942,1.9999999999999947,1.0189232173142879e-7,0,1.9999999999999973,0
1943,2,1.0053096491487339e-8,0,2,0
1944,8,2.1991148575128557e-9,0,8,0
1945,1.9999999999999991,4.125958351714594e-8,0,1.9999999999999996,0
1946,3,1.5498523757709646e-8,0,3,0
1947,3,7.644542123735163e-9,0,3,0
1948,2.9999999999999987,5.141739976375293e-8,0,2.9999999999999987,0
1949,0.9999999999999791,2.0409880272821548e-7,0,1,1
1950,5,2.932153143350474e-9,0,5,0
1951,0.9999999999999791,2.043082422384548e-7,0,1,1
1952,6,7.4351026134958435e-9,0,6,0
1953,4,4.60766922526503e-9,0,4,0
1954,1.9999999999999947,1.0252064026214676e-7,0,1.9999999999999973,0
1955,3,4.71238898038469e-9,0,3,0
1956,4,1.7802358370342162e-8,0,4,0
1957,2,1.2775810124598494e-8,0,2,0
1958,3,1.0681415022205298e-8,0,3,0
1959,1.9999999999999978,6.869615935849676e-8,0,1.9999999999999987,0
1960,6,2.617993877991494e-9,0,6,0
1961,2,9.42477796076938e-9,0,2,0
1962,4,1.2252211349000193e-8,0,4,0
1963,2,1.7174039839624203e-8,0,2,0
1964,2.9999999999999987,5.1836278784231566e-8,0,2.9999999999999987,0
1965,3,1.4556045961632709e-8,0,3,0
1966,1.9999999999999947,1.031489587928647e-7,0,1.9999999999999973,0
1967,1.9999999999999996,3.015928947446201e-8,0,1.9999999999999996,0
1968,6,5.445427266222309e-9,0,6,0
1969,1.9999999999999998,1.9896753472735355e-8,0,1.9999999999999998,0
1970,3,2.1362830044410592e-8,0,3,0
1971,4,8.587019919812101e-9,0,4,0
1972,4,5.235987755982989e-9,0,4,0
1973,0.9999999999999787,2.0661207685108725e-7,0,1,1
1974,4,6.178465552059927e-9,0,4,0
1975,3,9.32005820564972e-9,0,3,0
1976,5,3.979350694547071e-9,0,5,0
1977,1.9999999999999978,6.932447788921471e-8,0,1.9999999999999987,0
1978,3,7.120943348136865e-9,0,3,0
1979,0.9999999999999786,2.072403953818052e-7,0,0.9999999999999999,1
1980,6,2.7227136331111543e-9,0,6,0
1981,1.9999999999999996,3.036872898470133e-8,0,1.9999999999999996,0
1982,1.9999999999999947,1.0398671683382198e-7,0,1.9999999999999973,0
1983,1.9999999999999976,6.953391739945404e-8,0,1.9999999999999984,0
1984,7,4.50294947014537e-9,0,7,0
1985,1.9999999999999991,4.2097341558103215e-8,0,1.9999999999999996,0
1986,2.9999999999999996,3.518583772020568e-8,0,2.9999999999999996,0
1987,0.9999999999999784,2.0807815342276247e-7,0,0.9999999999999999,1
1988,4,8.587019919812101e-9,0,4,0
1989,4,3.769911184307752e-9,0,4,0
1990,3,2.1572269554649912e-8,0,3,0
1991,1.9999999999999998,2.0106192982974674e-8,0,1.9999999999999998,0
1992,5,9.6342174710087e-9,0,5,0
1993,0.9999999999999782,2.0870647195348043e-7,0,1,1
1994,1.9999999999999947,1.0461503536453993e-7,0,1.9999999999999973,0
1995,4,3.560471674068432e-9,0,4,0
1996,2.9999999999999987,5.267403682518884e-8,0,2.9999999999999987,0
1997,0.9999999999999781,2.0912535097395905e-7,0,0.9999999999999999,1
1998,5,5.026548245743669e-9,0,5,0
1999,0.9999999999999781,2.0933479048419836e-7,0,0.9999999999999999,1
2000,7,2.408554367752175e-9,0,7,0
2001,3,5.759586531581288e-9,0,3,0
2002,4,3.4557519189487726e-9,0,4,0
2003,0.999999999999978,2.09753669504677e-7,0,1,1
2004,4,1.82212373908208e-8,0,4,0
2005,1.9999999999999991,4.2516220578581855e-8,0,1.9999999999999996,0
2006,3,8.168140899333462e-9,0,3,0
2007,3,2.3980823922402086e-8,0,3,0
2008,3.9999999999999996,2.691297706575256e-8,0,3.9999999999999996,0
2009,3,5.759586531581287e-9,0,3,0
2010,4,8.063421144213802e-9,0,4,0
2011,0.9999999999999778,2.1059142754563424e-7,0,1,1
2012,2.9999999999999987,5.309291584566748e-8,0,2.9999999999999987,0
2013,3,7.853981633974483e-9,0,3,0
2014,3,7.749261878854823e-9,0,3,0
2015,3,5.131268000863329e-9,0,3,0
2016,8,2.408554367752175e-9,0,8,0
2017,0.9999999999999777,2.112197460763522e-7,0,0.9999999999999999,1
2018,1.9999999999999944,1.0587167242597583e-7,0,1.9999999999999971,0
2019,1.9999999999999976,7.079055446088995e-8,0,1.999999999999999,0
2020,4,1.1519173063162576e-8,0,4,0
2021,2,9.42477796076938e-9,0,2,0
2022,2.999999999999999,3.581415625092364e-8,0,2.999999999999999,0
2023,3,4.293509959906051e-9,0,3,0
2024,5,4.188790204786391e-9,0,5,0
2025,6,2.303834612632515e-9,0,6,0
2026,1.9999999999999942,1.0629055144645448e-7,0,1.999999999999997,0
2027,0.9999999999999775,2.1226694362754877e-7,0,0.9999999999999999,1
2028,5,3.4557519189487726e-9,0,5,0
2029,0.9999999999999775,2.1247638313778808e-7,0,0.9999999999999999,1
2030,4,4.50294947014537e-9,0,4,0
2031,1.9999999999999973,7.12094334813686e-8,0,1.9999999999999987,0
2032,5,1.413716694115407e-8,0,5,0
2033,2,1.319468914507713e-8,0,2,0
2034,4,1.2671090369478833e-8,0,4,0
2035,3,5.550147021341968e-9,0,3,0
2036,2.9999999999999987,5.372123437638544e-8,0,2.9999999999999987,0
2037,3,1.1205013797803597e-8,0,3,0
2038,1.9999999999999942,1.0691886997717243e-7,0,1.999999999999997,0
2039,0.9999999999999772,2.1352358068898466e-7,0,0.9999999999999999,1
2040,6,3.246312408709453e-9,0,6,0
2041,2,1.7802358370342162e-8,0,2,0
2042,1.9999999999999942,1.0712830948741176e-7,0,1.999999999999997,0
2043,2.9999999999999996,2.4399702942880725e-8,0,2.9999999999999996,0
2044,4,8.796459430051421e-9,0,4,0
2045,1.9999999999999991,4.335397861953913e-8,0,1.9999999999999996,0
2046,4,4.92182849062401e-9,0,4,0
2047,2,1.1728612573401896e-8,0,2,0
2048,11,2.3038346126325155e-9,0,11,0
2049,1.9999999999999973,7.183775201208654e-8,0,1.9999999999999987,0
